Tarea;|;Foro de dudas;|;|;Tarea|Foro de dudas||
Tarea;|;Informe 1 - Semana 3;|;|;Tarea|Informe 1 - Semana 3||
Tarea;|;Informe 2 - Semana 5;|;|;Tarea|Informe 2 - Semana 5||
Tarea;|;Sustentacion - Semana 7;|;|;Tarea|Sustentacion - Semana 7||
Tarea;|;Informe final - Semana 8;|;|;Tarea|Informe final - Semana 8||
Tarea;|;Primera entrega - Semana 4;|;|;Tarea|Primera entrega - Semana 4||
Tarea;|;Tema 4 - Actividad de entrega (S5);|;|;Tarea|Tema 4 - Actividad de entrega (S5)||
Tarea;|;Tema 3 - Actividad de entrega (S4);|;|;Tarea|Tema 3 - Actividad de entrega (S4)||
Tarea;|;Unidad 1 - Actividad formativa - Semana 2 a 7;|;|;Tarea|Unidad 1 - Actividad formativa - Semana 2 a 7||
Tarea;|;Sustentacion - Semana 15 y 16;|;|;Tarea|Sustentacion - Semana 15 y 16||
Tarea;|;Primera entrega - Semana 5;|;|;Tarea|Primera entrega - Semana 5||
Tarea;|;Segunda entrega - Semana 10;|;|;Tarea|Segunda entrega - Semana 10||
Tarea;|;Informe 1 - Semana 4;|;|;Tarea|Informe 1 - Semana 4||
Tarea;|;Informe final - Semana 15;|;|;Tarea|Informe final - Semana 15||
Tarea;|;Informe 2 - Semana 8;|;|;Tarea|Informe 2 - Semana 8||
Tarea;|;Coevaluacion - Semana 16;|;|;Tarea|Coevaluacion - Semana 16||
Tarea;|;Foro - Semana 2 a 15;|;|;Tarea|Foro - Semana 2 a 15||
Tarea;|;Entrega final - Semana 15;|;|;Tarea|Entrega final - Semana 15||
Tarea;|;Tercera entrega - Semana 11;|;|;Tarea|Tercera entrega - Semana 11||
Tarea;|;Segunda entrega - Semana 8;|;|;Tarea|Segunda entrega - Semana 8||
Tarea;|;Unidad 4 - Actividad de entrega final (S15);|;|;Tarea|Unidad 4 - Actividad de entrega final (S15)||
Tarea;|;Unidad 1 - Actividad formativa - Semana 2 a 15;|;|;Tarea|Unidad 1 - Actividad formativa - Semana 2 a 15||
Tarea;|;Unidad 1 - Actividad de entrega 1 (S4);|;|;Tarea|Unidad 1 - Actividad de entrega 1 (S4)||
Tarea;|;Unidad 2 - Actividad de entrega 2 (S8);|;|;Tarea|Unidad 2 - Actividad de entrega 2 (S8)||
Tarea;|;Unidad 4 - Heteroevaluacion (S16);|;|;Tarea|Unidad 4 - Heteroevaluacion (S16)||
Tarea;|;Sustentacion - Semana 16;|;|;Tarea|Sustentacion - Semana 16||
Tarea;|;Entrega final - Semana 13;|;|;Tarea|Entrega final - Semana 13||
Tarea;|;Tercera entrega - Semana 15;|;|;Tarea|Tercera entrega - Semana 15||
Tarea;|;Foro - Semana 1;|;|;Tarea|Foro - Semana 1||
Tarea;|;Segunda entrega - Semana 9;|;|;Tarea|Segunda entrega - Semana 9||
Tarea;|;Primera entrega capitulos 1 y 2 - Semana 3;|;|;Tarea|Primera entrega capitulos 1 y 2 - Semana 3||
Tarea;|;Segunda entrega capitulos 3 y 4 - Semana 6;|;|;Tarea|Segunda entrega capitulos 3 y 4 - Semana 6||
Tarea;|;Tercera entrega capitulo 5 - Semana 8;|;|;Tarea|Tercera entrega capitulo 5 - Semana 8||
Tarea;|;Primera entrega - Semana 7;|;|;Tarea|Primera entrega - Semana 7||
Tarea;|;Ante proyecto - Semana 3;|;|;Tarea|Ante proyecto - Semana 3||
Tarea;|;Cuarta entrega total y capitulo 6 - Semana 11;|;|;Tarea|Cuarta entrega total y capitulo 6 - Semana 11||
Tarea;|;Segunda entrega - Semana 11;|;|;Tarea|Segunda entrega - Semana 11||
Tarea;|;Nota Jefe - Semana 16;|;|;Tarea|Nota Jefe - Semana 16||
Tarea;|;Tercera entrega - Semana 13;|;|;Tarea|Tercera entrega - Semana 13||
Tarea;|;Sustentacion - Semana 12;|;|;Tarea|Sustentacion - Semana 12||
Tarea;|;Foro - Semana 2 a 14;|;|;Tarea|Foro - Semana 2 a 14||
Tarea;|;Tema 4 - Actividad de entrega (S7);|;|;Tarea|Tema 4 - Actividad de entrega (S7)||
Tarea;|;Tema 2 - Cuestionario (S4);|;|;Tarea|Tema 2 - Cuestionario (S4)||
Tarea;|;Tema 3 - Actividad de entrega (S5);|;|;Tarea|Tema 3 - Actividad de entrega (S5)||
Quiz;|;Evaluación diagnóstica - Semana 1 y 2;|;|;Quiz|Evaluación diagnóstica - Semana 1 y 2||
Tarea;|;Jugada de prueba;|;|;Tarea|Jugada de prueba||
Tarea;|;Entrega jugada 8 (Calificable Acumulado 40%);|;|;Tarea|Entrega jugada 8 (Calificable Acumulado 40%)||
Tarea;|;Entrega jugada 5;|;|;Tarea|Entrega jugada 5||
Tarea;|;Entrega jugada 1;|;|;Tarea|Entrega jugada 1||
Tarea;|;Entrega jugada 7;|;|;Tarea|Entrega jugada 7||
Tarea;|;Entrega jugada 3;|;|;Tarea|Entrega jugada 3||
Tarea;|;Entrega jugada 4 (Calificable Acumulado 40%);|;|;Tarea|Entrega jugada 4 (Calificable Acumulado 40%)||
Tarea;|;Entrega jugada 6;|;|;Tarea|Entrega jugada 6||
Tarea;|;Entrega jugada 2;|;|;Tarea|Entrega jugada 2||
Tarea;|;Entrega Informe Final (Calificable 20%);|;|;Tarea|Entrega Informe Final (Calificable 20%)||
Tarea;|;Primera entrega - Semana 5 y 6;|;|;Tarea|Primera entrega - Semana 5 y 6||
Tarea;|;Segunda entrega - Semana 9 y 10;|;|;Tarea|Segunda entrega - Semana 9 y 10||
Tarea;|;Tercera entrega - Semana 14 y 16;|;|;Tarea|Tercera entrega - Semana 14 y 16||
Tarea;|;Heteroevaluacion - Semana 16;|;|;Tarea|Heteroevaluacion - Semana 16||
Tarea;|;Foro - Unidad 1;|;|;Tarea|Foro - Unidad 1||
Tarea;|;Foro - Unidad 2;|;|;Tarea|Foro - Unidad 2||
Tarea;|;Foro - Unidad 3;|;|;Tarea|Foro - Unidad 3||
Tarea;|;Foro - Unidad 4;|;|;Tarea|Foro - Unidad 4||
Tarea;|;Sustentacion - Semana 15;|;|;Tarea|Sustentacion - Semana 15||
Tarea;|;Tarea comprensión/producción;|;|;Tarea|Tarea comprensión/producción||
Tarea;|; Tarea comprensión/producción;|;|;Tarea| Tarea comprensión/producción||
Tarea;|;Entrega 2;|;|;Tarea|Entrega 2||
Tarea;|;Entrega 3;|;|;Tarea|Entrega 3||
Tarea;|;Entrega 1;|;|;Tarea|Entrega 1||
Quiz;|;Examen final;|;|;Quiz|Examen final||
Tarea;|;Entrega 2 - Semana 10;|;|;Tarea|Entrega 2 - Semana 10||
Tarea;|;Entrega 1 - Semana 5;|;|;Tarea|Entrega 1 - Semana 5||
Tarea;|;Anteproyecto - Semana 2;|;|;Tarea|Anteproyecto - Semana 2||
Tarea;|;Entrega final y sustentacion - Semana 16;|;|;Tarea|Entrega final y sustentacion - Semana 16||
Tarea;|;Foro 2;|;|;Tarea|Foro 2||
Tarea;|;Foro 1;|;|;Tarea|Foro 1||
